CRP	http://purl.org/commons/record/ncbi_gene/140913
CRP	http://purl.org/commons/record/ncbi_gene/1465
DAP	http://purl.org/commons/record/ncbi_gene/3375
DAP	http://purl.org/commons/record/ncbi_gene/1611
DAP	http://purl.org/commons/record/ncbi_gene/23549
GLS	http://purl.org/commons/record/ncbi_gene/27165
GLS	http://purl.org/commons/record/ncbi_gene/2744
APS	http://purl.org/commons/record/ncbi_gene/354
APS	http://purl.org/commons/record/ncbi_gene/10603
MPI	http://purl.org/commons/record/ncbi_gene/4351
MPI	http://purl.org/commons/record/ncbi_gene/6590
MAL	http://purl.org/commons/record/ncbi_gene/57591
MAL	http://purl.org/commons/record/ncbi_gene/925
MAL	http://purl.org/commons/record/ncbi_gene/4118
GPI	http://purl.org/commons/record/ncbi_gene/2821
GPI	http://purl.org/commons/record/ncbi_gene/10007
ND1	http://purl.org/commons/record/ncbi_gene/4535
ND1	http://purl.org/commons/record/ncbi_gene/10625
VIP	http://purl.org/commons/record/ncbi_gene/7432
VIP	http://purl.org/commons/record/ncbi_gene/27151
SCT	http://purl.org/commons/record/ncbi_gene/2317
SCT	http://purl.org/commons/record/ncbi_gene/6343
HLA-DRB1	http://purl.org/commons/record/ncbi_gene/3123
HLA-DRB1	http://purl.org/commons/record/ncbi_gene/730415
CEACAM3	http://purl.org/commons/record/ncbi_gene/1084
CEACAM3	http://purl.org/commons/record/ncbi_gene/90273
CHAT	http://purl.org/commons/record/ncbi_gene/10044
CHAT	http://purl.org/commons/record/ncbi_gene/1103
PRDX6	http://purl.org/commons/record/ncbi_gene/9588
PRDX6	http://purl.org/commons/record/ncbi_gene/25824
CEBPZ	http://purl.org/commons/record/ncbi_gene/1649
CEBPZ	http://purl.org/commons/record/ncbi_gene/10153
PRF1	http://purl.org/commons/record/ncbi_gene/5551
PRF1	http://purl.org/commons/record/ncbi_gene/55893
CD1A	http://purl.org/commons/record/ncbi_gene/912
CD1A	http://purl.org/commons/record/ncbi_gene/911
CD1A	http://purl.org/commons/record/ncbi_gene/913
CD1A	http://purl.org/commons/record/ncbi_gene/910
CD1A	http://purl.org/commons/record/ncbi_gene/909
ACAT1	http://purl.org/commons/record/ncbi_gene/6646
ACAT1	http://purl.org/commons/record/ncbi_gene/38
G6PD	http://purl.org/commons/record/ncbi_gene/2539
G6PD	http://purl.org/commons/record/ncbi_gene/8266
CDH1	http://purl.org/commons/record/ncbi_gene/51343
CDH1	http://purl.org/commons/record/ncbi_gene/999
PVALB	http://purl.org/commons/record/ncbi_gene/5816
PVALB	http://purl.org/commons/record/ncbi_gene/4151
ODC1	http://purl.org/commons/record/ncbi_gene/4953
ODC1	http://purl.org/commons/record/ncbi_gene/89874
NOS3	http://purl.org/commons/record/ncbi_gene/4846
NOS3	http://purl.org/commons/record/ncbi_gene/342977
GYPA	http://purl.org/commons/record/ncbi_gene/2993
GYPA	http://purl.org/commons/record/ncbi_gene/2994
FAAH	http://purl.org/commons/record/ncbi_gene/2166
FAAH	http://purl.org/commons/record/ncbi_gene/79152
DMC1	http://purl.org/commons/record/ncbi_gene/11144
DMC1	http://purl.org/commons/record/ncbi_gene/283987
MLL2	http://purl.org/commons/record/ncbi_gene/9757
MLL2	http://purl.org/commons/record/ncbi_gene/8085
ABP1	http://purl.org/commons/record/ncbi_gene/28988
ABP1	http://purl.org/commons/record/ncbi_gene/26
CAPG	http://purl.org/commons/record/ncbi_gene/64151
CAPG	http://purl.org/commons/record/ncbi_gene/822
NAT1	http://purl.org/commons/record/ncbi_gene/6530
NAT1	http://purl.org/commons/record/ncbi_gene/10991
NAT1	http://purl.org/commons/record/ncbi_gene/9
NAT1	http://purl.org/commons/record/ncbi_gene/1982
CDC2	http://purl.org/commons/record/ncbi_gene/983
CDC2	http://purl.org/commons/record/ncbi_gene/5424
CNR2	http://purl.org/commons/record/ncbi_gene/1269
CNR2	http://purl.org/commons/record/ncbi_gene/56142
CNR1	http://purl.org/commons/record/ncbi_gene/56144
CNR1	http://purl.org/commons/record/ncbi_gene/56117
CNR1	http://purl.org/commons/record/ncbi_gene/1268
TNNC1	http://purl.org/commons/record/ncbi_gene/7134
TNNC1	http://purl.org/commons/record/ncbi_gene/7137
GOT1	http://purl.org/commons/record/ncbi_gene/2805
GOT1	http://purl.org/commons/record/ncbi_gene/51026
GOT1	http://purl.org/commons/record/ncbi_gene/127845
PPOX	http://purl.org/commons/record/ncbi_gene/3060
PPOX	http://purl.org/commons/record/ncbi_gene/5498
DSC3	http://purl.org/commons/record/ncbi_gene/1824
DSC3	http://purl.org/commons/record/ncbi_gene/1825
CSN2	http://purl.org/commons/record/ncbi_gene/1447
CSN2	http://purl.org/commons/record/ncbi_gene/9318
CD14	http://purl.org/commons/record/ncbi_gene/4695
CD14	http://purl.org/commons/record/ncbi_gene/929
XIST	http://purl.org/commons/record/ncbi_gene/7502
XIST	http://purl.org/commons/record/ncbi_gene/7503
COX2	http://purl.org/commons/record/ncbi_gene/5743
COX2	http://purl.org/commons/record/ncbi_gene/4513
FKBP9	http://purl.org/commons/record/ncbi_gene/360132
FKBP9	http://purl.org/commons/record/ncbi_gene/11328
CLK1	http://purl.org/commons/record/ncbi_gene/10229
CLK1	http://purl.org/commons/record/ncbi_gene/1195
AMY2B	http://purl.org/commons/record/ncbi_gene/279
AMY2B	http://purl.org/commons/record/ncbi_gene/280
NOS1	http://purl.org/commons/record/ncbi_gene/4842
NOS1	http://purl.org/commons/record/ncbi_gene/340719
CAST	http://purl.org/commons/record/ncbi_gene/831
CAST	http://purl.org/commons/record/ncbi_gene/10849
CAST	http://purl.org/commons/record/ncbi_gene/26059
LAP3	http://purl.org/commons/record/ncbi_gene/7852
LAP3	http://purl.org/commons/record/ncbi_gene/51056
HSPCA	http://purl.org/commons/record/ncbi_gene/3320
HSPCA	http://purl.org/commons/record/ncbi_gene/3324
KLK3	http://purl.org/commons/record/ncbi_gene/354
KLK3	http://purl.org/commons/record/ncbi_gene/3818
LIPA	http://purl.org/commons/record/ncbi_gene/1056
LIPA	http://purl.org/commons/record/ncbi_gene/3988
LIPA	http://purl.org/commons/record/ncbi_gene/10648
ARG1	http://purl.org/commons/record/ncbi_gene/383
ARG1	http://purl.org/commons/record/ncbi_gene/64129
PRB1	http://purl.org/commons/record/ncbi_gene/5542
PRB1	http://purl.org/commons/record/ncbi_gene/5933
PAK2	http://purl.org/commons/record/ncbi_gene/5586
PAK2	http://purl.org/commons/record/ncbi_gene/5062
PPAT	http://purl.org/commons/record/ncbi_gene/80347
PPAT	http://purl.org/commons/record/ncbi_gene/5471
CDS1	http://purl.org/commons/record/ncbi_gene/1040
CDS1	http://purl.org/commons/record/ncbi_gene/11200
DRB1	http://purl.org/commons/record/ncbi_gene/3123
DRB1	http://purl.org/commons/record/ncbi_gene/129831
